Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19953.20634,20045.84366,19815.74959,20647.48595,21659.15206,22509.0974,22525.05199,23644.60049,24414.78014,25593.1264,26894.50648,27040.51029,27585.78281,27878.81695,28297.94482,28325.01606,28769.10301,29468.84247,29388.57436,30250.37006,30790.96849,31318.08374,31823.62275,30729.80758,31780.25853,32995.13806,33767.16122,34104.83063,35478.42675,36231.01618,36974.45093,36361.94227,36072.03981,37161.67915,38234.02989,39223.16077,40203.30233,41309.82597,42767.79397,44369.27283,45558.75313,45864.76803,47127.2781,47997.13714,49439.12229,50332.87484,50948.22497,52538.97558,53338.60278,53225.95104,53542.83372,54108.11106,55254.60621,55723.94823,56305.97909,56707.02208,57358.7828,57695.57126,58447.25265,58781.04666,58029.51553,58780.33306
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12051.15117,12648.9747,12904.66988,13352.65113,14076.27616,14471.82132,15181.58876,15521.80965,16132.00952,17085.32997,18101.99195,18943.18115,20002.55611,20864.84746,21650.4868,21629.0463,22659.31778,23801.26754,23770.36624,25086.40019,25520.74056,25419.00965,25911.66094,26725.19072,26740.57724,27395.87265,28008.55459,28370.71788,29264.32358,30265.19323,31340.68129,32097.24109,32410.53977,32313.71187,32962.81742,33790.48499,34537.73957,35220.88774,36442.28823,37664.94328,38842.89052,39184.8086,39636.48261,39815.22195,40651.22662,41281.27076,42496.35105,43937.71289,44440.05589,42655.19213,43334.50896,44451.00019,44549.8817,44299.37818,44245.16874,44195.81759,44590.25163,45281.7234,46188.96651,46669.75121,43346.43185,45090.7589
Azerbaijan,AZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2820.740991,2763.976876,2107.222743,1596.076584,1264.482759,1102.459153,1105.548397,1158.440954,1262.247536,1343.808721,1480.756662,1614.792119,1754.073609,1918.543625,2077.812263,2631.758981,3501.041809,4326.961569,4692.912185,5023.79077,5215.020915,5152.657454,5194.73839,5425.905292,5505.988233,5500.310382,5270.552975,5229.526141,5262.183808,5348.265267,5083.38164,5340.490423
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20106.94998,21171.84599,22231.24353,23365.2899,24589.9026,25921.49758,27052.19404,28436.48999,29660.06848,31218.72355,28566.15744,28276.52956,26678.68341,28119.60847,22954.89916,19164.46657,19739.34743,21087.66535,23554.13096,29060.66143,30272.50962,26875.54348,28042.82515,28417.45133,31764.63103,32636.26132,32605.45543,32992.62192,33183.64508,34812.89734,33657.02367,31658.9511,29873.1414,29408.2737,29808.2328,30632.62135,31499.07271,33268.54499,31416.37423,34833.29347,35793.91168,36178.46125,36548.38936,35456.28982,35122.07304,35648.85297,35863.36613,35696.92055,34229.05385,32244.2966,32248.13004,32026.62632,32652.20814,31407.93485,31689.24779,31699.35863,31117.8857,31745.64503,32001.15567,32285.54245,24359.00358,27445.14078
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21450.55278,19537.95871,17507.87342,18131.07255,18534.22492,17139.07011,16779.73661,17885.01933,18469.84631,17925.07197,18160.16936,19651.33785,20432.12389,22497.03638,21894.54455,22185.49563,22500.07098,22561.7924,22919.39396,23047.07072,23243.59088,22697.61692,22258.19493,22335.93242,22422.68994,22343.53739,22069.28042,22111.68008,21833.41198,21057.42077,20982.34048,20774.24494,21187.54188,22078.99048,22676.62587,22634.08565,22552.68457,22445.45256,21818.74234,21317.33646,19545.57856,19446.68432
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,463.3573883,477.9951714,490.2619822,474.4724518,511.3577739,504.1547194,501.0595863,476.0313377,505.0833184,496.8834577,512.1211627,474.4632052,401.4604965,408.606343,440.6035864,414.6047996,428.3799305,428.9869654,447.2395447,456.1453802,447.6949235,467.5867082,465.2500644,470.9053141,480.8311003,484.0480192,491.1358177,496.4328768,495.4038232,496.7616469,512.0965895,517.763692,533.8879689,547.051417,556.2988647,572.4384537,585.7169371,599.2275335,617.2923441,633.1827346,653.80864,674.1669727,687.3833075,707.605094,732.7488409,769.1359804,809.4736327,856.0459472,897.1890238,931.9865061,972.9096877,1024.021957,1078.287546,1129.993548,1184.863283,1248.45331,1322.694812,1394.781379,1481.183379,1581.567505,1619.775886,1715.35478
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11666.67817,11374.57201,11802.15713,12165.82685,12694.43319,13633.90348,14171.42933,13852.3716,13132.93013,13161.82431,13598.23338,13706.42736,14358.00934,14678.92468,15137.27233,15622.4318,15049.43512,14408.46176,13537.70622,13594.44385,13814.18963,14036.13394,14534.59915,15159.06837,15657.07118,15644.35476,16276.53664,15834.19362,15904.64939,16196.86443,16368.69551,16952.29249,17913.65954,18205.40329,18240.45291,17253.63888,16784.4206,16618.55922,16505.18528,16232.187,16187.78703,16558.86478,16950.32426,17002.0271,16803.2646,16678.54952,14329.18985,14512.77937
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2890.524166,2854.520751,2574.823852,2373.890521,2098.624263,1886.477425,1945.838948,2176.69235,2370.186467,2461.826851,2616.912993,2754.66447,2912.123361,3139.120986,3522.489851,3880.01437,4294.228672,4684.980291,5180.712344,5203.854887,5621.937175,5938.22068,6047.871129,6110.904667,6212.912772,5967.052204,5811.197944,5964.892944,6165.90933,6264.860965,6234.824328,6418.237634
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11734.30617,12277.63472,12866.22877,13326.11327,14118.90232,14489.4451,14846.09735,15334.76789,15915.19565,16922.35438,17849.49471,18527.14874,19432.03103,20607.18091,21480.26132,20997.20683,22144.52361,22255.68441,22866.82323,23381.12724,24393.29818,24325.81328,24477.19988,24555.48097,25161.49098,25569.48933,26026.2805,26603.9281,27772.05205,28631.31909,29441.66215,29870.14777,30204.56375,29797.40632,30664.30785,31329.89207,31681.93636,32804.36054,33376.57484,34479.90645,35674.79125,35943.23796,36393.24177,36617.38038,37761.28132,38426.05191,39147.76356,40290.22776,40151.84987,39025.22079,39777.92528,39929.09514,39975.57364,39970.3175,40421.42079,41008.29672,41318.01964,41825.76283,42403.53359,43065.51507,40424.63884,42787.29519
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1194.301469,1217.912844,1242.189837,1267.6645,1293.543576,1318.298617,1340.419203,1364.3645,1422.498298,1454.97158,1488.541381,1515.102455,1638.965134,1698.075074,1898.800432,1938.105506,1910.508298,2007.193942,2135.240044,2257.939516,2510.866275,2480.312285,2413.625007,2296.202544,2275.464268,2234.71286,2272.079736,2447.239796,2616.381272,2885.069742,3145.225026,3440.094132,3791.669739,3962.318339,3888.821774,3813.977237,3747.210673,3741.435434,3735.180062,3914.642912,4275.273408,4352.86943,4448.168956,4736.347313,4829.544999,4809.053374,4898.093262,4827.750027,4834.790062,4728.567544,4767.529329,4729.990081,4733.54671,4667.179201,4769.914033,4805.196852,4699.272403,4705.096594,4709.855886,4712.840106,3851.698241,4151.210432
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,679.0216657,690.6245699,657.092818,677.357251,710.3671959,734.7887179,746.9335502,740.3185031,753.2653053,758.8828113,758.3926365,730.9189297,760.7693075,771.1977223,778.5151738,722.7727912,711.3009366,727.9853691,718.1942371,745.1334473,774.5520971,828.6979504,824.01221,766.2910978,803.8020555,839.7489034,833.4363189,797.2660429,800.1417555,753.5699688,795.0716527,801.1509115,796.6428755,814.1313018,802.60619,823.5492837,832.5564138,854.0428759,861.9870749,881.6194178,905.8262695,925.716073,939.6616639,942.9185879,955.5342141,943.6293117,952.8312272,981.4557454,1000.851485,995.6942065,988.6107855,989.7673545,1008.766303,1051.551916,1087.719957,1076.796698,1082.451288,1112.817094,1155.313168,1201.561384,1214.659587,1260.734609
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,37935.8868,38751.23323,39527.7963,39029.44774,42301.43241,43253.54393,48593.39054,53985.64048,54082.13914,54904.69426,57309.15837,59713.44026,61244.53704,62615.31535,63637.71536,66534.04059,72208.73162,76180.80129,76999.15781,78360.68704,83239.53461,84633.16048,79583.13396,80483.73501,80164.5663,77902.65419,82395.27318,84794.99688,87481.3788,87131.94941,86436.23431,83812.1328,84371.03566,86444.67822,86361.95281,89518.27764,91261.15148,94878.49225,97857.32328,100602.9275,109001.586,115619.4747,113172.1206,116268.8169,118193.1487,119396.4494,125294.9594,128757.8807,125610.0334,117886.738,115839.796,112471.3475,106119.795,105492.4807,101374.4698,102005.6256,102407.3944,107237.0318,106697.7375,107036.2393,99728.6431,101617.5573
Bhutan,BTN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,401.7388058,450.0754546,453.8013748,488.7350218,497.8210263,503.6056107,544.0794674,679.9560909,691.0945863,723.967573,786.1482482,777.3241637,813.2583723,832.4260777,874.7687847,931.8786036,971.3087795,1004.504992,1040.036873,1096.821458,1108.439825,1175.856829,1278.877826,1352.978958,1409.647999,1489.211777,1572.462107,1840.271602,1909.245906,2017.903478,2235.322677,2386.621111,2479.151723,2500.864512,2612.886268,2752.630172,2940.69997,3040.937003,3097.148351,3238.060464,2879.638618,..
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1292.805624,1294.335146,1339.939247,1402.915169,1429.470778,1469.590803,1543.010664,1606.899727,1707.907944,1747.032864,1799.571148,1850.353148,1954.840906,2022.32047,2036.502006,2137.710966,2187.354503,2245.678076,2241.740039,2196.457264,2120.701828,2082.81246,1960.430374,1843.623338,1803.054992,1736.871621,1657.388135,1662.977934,1675.603782,1702.679151,1744.311984,1797.780234,1789.239987,1826.865592,1872.709873,1920.317955,1963.640763,2019.851609,2079.696729,2048.026476,2059.185306,2054.330941,2066.241651,2083.421922,2131.307128,2186.186662,2251.274972,2313.891227,2414.973449,2454.80029,2514.434826,2602.718496,2692.607497,2830.673459,2939.477461,3035.971655,3118.913683,3203.004439,3291.156361,3317.370947,2986.024433,3125.529104
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,619.1423615,768.9175178,1477.873422,2001.178224,2314.434906,2530.511787,2847.59249,2913.229606,3056.536815,3172.382978,3371.23903,3501.563615,3691.05017,3909.971642,4132.191298,4027.691423,4095.960874,4185.30418,4215.619885,4390.64886,4518.465944,4729.690054,4940.75989,5150.2733,5387.269671,5578.266492,5437.510243,5854.667269
Botswana,BWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,357.5632476,372.8611898,389.2984171,403.1773799,421.1495888,435.9853776,453.9484514,470.8481492,509.3980621,572.669028,653.1699578,798.1302397,977.1685267,1146.146377,1203.720655,1258.472397,1340.680189,1444.414286,1588.087001,1713.887746,1849.241943,1946.309454,2109.52133,2307.146726,2418.557562,2498.484201,2602.056667,2800.428821,3219.206252,3509.731139,3624.329595,3778.477677,3782.550373,3757.023288,3798.436647,3968.320718,4100.443482,4338.900303,4260.238912,4572.18089,4569.215194,4494.938755,4683.95586,4816.570039,4859.628962,4986.327986,5294.969712,5612.327792,5837.779263,5286.574916,5642.220049,5899.462841,6089.399108,6704.536817,6895.574413,6402.910183,6729.065594,6855.160311,6973.098846,7051.346491,6304.862302,6887.752171
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2611.053449,2754.246341,2851.492888,2786.362446,2799.641949,2787.438778,2893.575825,2934.987745,3138.785732,3349.531837,3605.870486,3917.285845,4280.668348,4764.117968,5032.179562,5168.28064,5564.763371,5702.514423,5845.752543,6094.920931,6500.387806,6079.244038,5987.820545,5679.897404,5853.897259,6178.523915,6504.975723,6601.58908,6471.952726,6553.238049,6155.645373,6110.719075,5974.590065,6165.316865,6420.407392,6584.739221,6624.100372,6742.711741,6662.853439,6595.616099,6787.668992,6788.576562,6904.625307,6896.137194,7206.261798,7352.282586,7560.70204,7936.824428,8258.615884,8169.26242,8702.255331,8965.620557,9056.580438,9247.573381,9214.977244,8813.989806,8455.312342,8498.293906,8582.338637,8622.066599,8228.774263,8551.205336
British Virgin Islands,VGB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43260.92219,41651.08997,48100.41021,51353.11781,52870.61521,62590.5458,56324.53907,43769.51254,44168.2815,43132.00477,42176.98169,40388.63995,38189.79856,37866.90934,37211.06298,35779.13403,35154.23117,35239.40574,35881.14394,34994.34256,35126.37365,35753.41002,35875.92459,34516.2129,33551.97014,33825.7126,34063.61458,34291.13577,34926.6281,35277.80234,34850.14422,34441.12261,35455.63564,35064.8667,33981.33703,32991.82358,33437.12173,34244.2069,34096.90756,32924.99003,31678.93731,31164.03625,30038.73449,30101.5288,29802.78288,30646.10925,30696.87715,29927.04365
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3428.409512,3584.441373,3657.287766,3773.315984,3892.356835,3996.864802,4166.14167,4411.886223,4889.25632,4784.054646,4427.010714,4093.476679,3836.763955,3810.243722,3892.71107,4021.722817,4252.946498,3674.931817,3839.716702,3537.105822,3717.677042,3937.434865,4260.116138,4518.87825,4849.542896,5230.983704,5629.419867,6044.759412,6459.640912,6288.67741,6427.810062,6605.08982,6693.612364,6693.450153,6796.689119,7074.681023,7341.047614,7599.124957,7859.678037,8234.781334,7920.91133,8293.567877
Burkina Faso,BFA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,241.6054997,248.0226368,259.7344792,252.9990666,255.1671862,260.8853911,258.2218622,276.4476201,280.1639736,280.9734325,276.4799815,275.5480694,276.9908012,273.2942437,290.5729147,293.717027,312.7147534,307.7464073,315.4256545,320.0822918,315.4840315,321.2652875,343.4739917,336.0867297,321.7662782,340.2861346,357.9641202,347.9318066,358.5714302,356.7400051,345.2841565,366.6536594,357.742252,360.2306608,355.1484195,365.2805352,394.4572585,407.8607315,425.5691791,444.3225291,440.028405,455.9076554,462.2655992,484.097061,491.1846746,518.1678672,534.3567179,539.8200175,554.1121212,553.5166745,582.4157341,602.5791469,622.5197112,639.2329213,647.4287022,653.3272681,672.3630399,693.7264393,718.6425595,738.2189012,731.5220707,760.4409266
Burundi,BDI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,285.4029516,241.466496,258.3796622,263.8824052,274.7020169,279.3159704,285.1855721,316.3489297,307.4938372,296.173469,352.6043183,357.0627245,330.4839912,349.7761284,343.3002321,340.6099688,360.8392739,393.5041031,380.4441083,377.0426133,371.0652343,405.5441228,390.8992666,394.8020657,384.8441069,418.4433008,420.0272186,430.7656625,440.0462657,434.3569786,438.6572949,450.1509755,445.0489541,409.18251,386.7792689,350.9068084,318.9418908,310.6910597,322.1113519,314.7080251,306.5458858,305.8159817,310.9061804,297.9876899,302.6439804,295.6999308,301.7526544,302.0690353,306.4688253,307.8655001,313.272355,315.6171572,319.3982857,324.7877169,328.1058293,305.5111441,294.1818243,286.395459,281.9347317,278.2025977,270.6576744,267.3190658
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,606.4454864,646.6953405,652.3860247,700.2616988,712.7150808,760.5747623,770.1942392,792.064794,827.6898134,860.4913226,849.082714,840.4242583,907.3611773,958.6388065,1111.109167,1236.561914,1344.686443,1461.981749,1612.023758,1759.064467,1974.088849,1983.297558,2053.25367,2105.866567,2286.58344,2410.773812,2569.192196,2922.233072,3079.120513,3003.641245,3010.722178,3091.22296,3085.191746,3070.4637,3050.272346,3043.031382,3147.837443,3225.751753,3333.06611,3482.448472,2935.321046,3106.361206
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,579.1963889,364.881096,388.2880271,398.953308,403.3447751,411.2389494,452.3382322,486.5413328,515.5754149,539.3939329,575.3292406,624.6039215,696.3394218,759.6475658,824.8493502,867.1214601,854.9557547,892.1004421,940.1118195,992.5498342,1048.132495,1104.74997,1162.904995,1224.220428,1289.985814,1365.829057,1441.179228,1377.145086,1399.77776
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,932.4713122,924.2111057,932.2625104,946.2303352,958.10231,955.4192763,976.4535334,849.4145708,881.6185697,902.1817094,906.8737497,914.5959075,914.7770373,938.396865,1011.248166,1094.197886,1005.286519,1111.059608,1316.549906,1355.207752,1289.147196,1464.007434,1526.261555,1581.102492,1646.803948,1724.286518,1783.549146,1690.685489,1509.957199,1437.027216,1308.707694,1221.752906,1149.631147,1028.443456,1018.692034,1019.7331,1034.50787,1053.177367,1074.530483,1094.112454,1106.653951,1124.432314,1143.985355,1174.540531,1223.934229,1217.756953,1230.139212,1248.662599,1249.375186,1246.807419,1248.180462,1255.47724,1278.164384,1306.027478,1343.928455,1382.50979,1407.274522,1419.176134,1437.271534,1449.277548,1419.676711,1432.564956
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31222.72482,31830.61711,32826.53081,34121.60919,34227.34175,35015.79497,36024.09924,37086.4493,38573.19977,39776.17947,42097.43512,42063.63305,40368.29204,41155.32364,42036.99784,42315.80739,42846.2842,43635.09548,43596.13554,43536.9134,44325.48834,44917.48373,45109.24449,42258.69102,43945.55699
